Date,IBM,TXN,CSCO,QCOM,ORCL,NOK,AMAT,SnP
11/30/2007,82.709862,24.879862,22.978922,32.437344,18.167786,25.873245,15.351894,2647.580078
12/3/2007,83.221054,24.879862,22.609884,31.785078,18.2218,26.471888,14.838264,2642.219971
12/4/2007,83.850136,24.982319,22.109631,31.307838,18.032742,25.603523,14.748582,2639.439941
12/5/2007,85.053261,25.518217,22.536072,32.225842,19.10408,25.596947,15.27037,2629.570068
12/6/2007,86.264275,25.431532,22.790306,32.257774,19.284143,25.656151,15.213294,2629.27002
12/7/2007,85.603706,25.597025,22.511473,32.026276,19.032051,25.978498,14.911641,2636.97998
12/10/2007,86.020493,25.746756,22.683695,32.385502,19.482208,26.300844,15.196994,2651.5
12/11/2007,84.133224,25.951666,22.978922,32.074177,18.969044,25.662729,14.764888,2659.98999
12/12/2007,85.297028,26.298424,23.618595,32.736725,19.23912,26.017971,14.985016,2664.110107
12/13/2007,85.068985,26.392992,23.831814,31.818729,19.455194,25.531164,14.732279,2662.850098
12/14/2007,83.173836,26.235376,23.495583,31.435558,19.086081,24.853573,14.487692,2652.01001
12/17/2007,82.198753,26.172327,22.921516,31.228004,18.852005,23.833906,14.324626,2675.810059
12/18/2007,83.598465,26.172327,23.085533,30.908705,19.131084,23.998365,14.438774,2690.159912
12/19/2007,84.25116,26.038359,23.118336,30.557478,18.689953,24.024685,14.34094,2681.469971
12/20/2007,85.587982,26.361465,23.192146,31.228004,19.896338,24.768057,14.650745,2679.25
12/21/2007,87.325844,26.637302,23.454575,31.898546,20.445507,25.34696,14.626287,2684.570068
12/24/2007,87.797676,26.889488,23.552984,32.177948,20.490526,25.327223,14.797497,2683.340088
12/26/2007,87.726875,26.87373,23.274157,32.153988,20.706591,25.537743,14.830116,2680.5
12/27/2007,86.185654,26.511206,22.790306,31.675035,20.742607,25.458801,14.479541,2682.620117
12/28/2007,86.570961,26.392992,22.601677,31.587242,20.679583,25.485113,14.569224,2687.540039
12/31/2007,85.006081,26.322065,22.199835,31.411621,20.328468,25.254862,14.479541,2673.610107
1/2/2008,82.324577,25.494574,21.765192,30.645283,20.24745,24.603594,14.194187,2695.810059
1/3/2008,82.489723,24.935038,21.937407,30.254135,20.805622,25.090401,13.941447,2713.060059
1/4/2008,79.525093,24.060257,21.420753,29.559631,19.833315,23.669445,13.6724,2723.98999
1/7/2008,78.675835,24.028742,21.428953,29.096651,20.03138,22.81424,13.639793,2743.149902
1/8/2008,76.741379,24.036621,20.854891,28.729462,19.041061,22.551098,13.313675,2747.709961
1/9/2008,77.307549,24.020853,21.519167,30.166328,19.455194,22.498472,13.566413,2751.290039
1/10/2008,78.573593,23.981447,21.519167,30.325974,19.518213,22.919498,13.370746,2748.22998
1/11/2008,76.804283,23.563766,21.215731,30.836863,18.996052,22.248487,13.370746,2767.560059
1/14/2008,80.940567,23.957811,21.560167,31.930481,19.860321,23.248419,13.729472,2786.23999
1/15/2008,80.075569,23.421911,21.199331,31.411621,19.185112,23.005016,13.819156,2776.419922
1/16/2008,79.918312,23.248528,20.625267,31.898546,19.734283,22.452423,14.20234,2802.560059
1/17/2008,79.501534,23.083031,19.952791,31.180134,19.275133,21.748526,14.292024,2798.030029
1/18/2008,81.310165,23.217005,19.928188,30.613363,19.428177,21.445908,14.69151,2810.300049
1/22/2008,79.595894,22.838724,19.255714,29.479816,18.203796,20.853846,14.67521,2832.969971
1/23/2008,83.433327,23.878998,19.706768,29.240341,18.554909,21.334078,14.756736,2839.129883
1/24/2008,84.070305,23.973574,20.592463,32.257774,18.554909,23.998365,14.642597,2837.540039
1/25/2008,82.190865,23.477081,19.846182,31.930481,18.257814,23.077381,14.20234,2839.25
1/28/2008,82.552612,23.894762,19.764175,32.329617,18.239811,22.748453,14.634444,2872.870117
1/29/2008,83.433327,24.013372,19.731367,32.169964,18.068754,22.801083,14.414314,2853.530029
1/30/2008,83.079483,24.392893,19.977394,32.153988,18.248806,23.268152,14.609985,2822.429932
1/31/2008,84.227585,24.47197,20.092207,33.862274,18.500889,24.432549,14.609985,2823.810059
2/1/2008,85.776695,24.922668,20.453051,33.686661,18.617929,24.748316,15.392665,2821.97998
2/4/2008,84.872398,24.638018,19.534548,33.407265,18.185793,24.373343,15.066544,2762.129883
2/5/2008,82.584068,23.515223,19.075298,32.505245,17.339523,22.81424,14.756736,1336.640015
2/6/2008,81.771027,23.317556,18.927681,31.651091,17.71764,22.840553,14.251255,1326.449951
2/7/2008,80.784279,23.096167,19.173708,32.68084,17.285507,22.755032,14.389856,1336.910034
2/8/2008,81.518417,23.404533,19.304928,33.46315,17.276501,23.287891,14.618136,1331.290039
2/11/2008,82.99453,23.847321,19.288523,33.415253,17.501574,23.768124,15.074699,1339.130005
2/12/2008,84.091751,23.965919,19.214712,32.68084,17.47456,24.235197,14.780237,1348.859985
2/13/2008,85.583664,24.392893,19.731367,33.534992,17.699633,24.511492,16.285252,1367.209961
2/14/2008,83.776039,23.894762,19.296722,32.624973,17.186474,23.82733,15.696336,1348.859985
2/15/2008,83.799713,23.823603,19.108101,33.686661,17.186474,23.754965,15.573645,1349.98999
2/19/2008,82.884026,23.562664,18.763662,33.487106,17.123446,23.728649,15.115594,1348.780029
2/20/2008,85.133736,23.965919,19.026094,34.620636,17.492567,24.149673,15.900824,1360.030029
2/21/2008,84.407532,23.689177,19.017893,33.862274,17.006405,23.820751,15.769954,1342.530029
2/22/2008,85.307388,23.855223,19.354122,34.700451,17.015417,24.235197,16.097124,1353.109985
